datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 09:15,26111.65,0.12662,0.1233,0.11741,0.11343848873418502,0.11005,0.10576,0.10121847061877724,0.09724,0.0957,0.09397,0.09187,0.09041,0.08908,0.08795,0.1784,0.17237,0.16928,0.16347671508996717,0.1576,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115
07-01-2026 09:20,26141.4,0.08632,0.10309964830464632,0.11130351182014185,0.11779,0.11197,0.11028,0.10708644762943424,0.10349372375359837,0.09837,0.09619,0.09413,0.09236,0.09057,0.08925,0.17962,0.17477,0.16993139036266297,0.16534,0.1596912344912029,0.1542,0.14753,0.14274,0.13849,0.13282,0.12816209862203723,0.12363,0.11859765773520345,0.11353
07-01-2026 09:25,26139.35,0.09147,0.09322266621240619,0.09514,0.09933,0.09599,0.09204,0.09216,0.08954,0.08996,0.08861,0.08697,0.08627,0.08541,0.0852150000000016,0.1801,0.17574,0.17154,0.16567,0.15927,0.15422315239352777,0.14919,0.14245,0.13806,0.13242,0.12877,0.12349,0.11817,0.11161749999996573
07-01-2026 09:30,26128.95,0.1086,0.10842,0.1115,0.12248,0.10715,0.11098,0.10345,0.10159970005962429,0.09864,0.09511,0.09304,0.09123,0.08933184876163304,0.08843,0.18174,0.17718919014355838,0.17206,0.16502,0.15755,0.15226134932084667,0.14691,0.14209,0.13721,0.13184,0.12722,0.12252,0.11729,0.112
07-01-2026 09:35,26131.9,0.10462,0.10538,0.12459,0.12051,0.11225,0.11294,0.10544,0.1032422265979271,0.09896,0.09789487312652981,0.09412,0.09136,0.09014,0.08885,0.18193,0.17743771631460256,0.17226,0.16522,0.15924,0.15334,0.14784,0.1423,0.13724864773035977,0.13219,0.12733,0.12295,0.11707,0.11117499999996738
07-01-2026 09:40,26145.15,0.07079,0.07639,0.08313,0.08523,0.08594117522139563,0.08734,0.08668441331956837,0.08595737531003853,0.0845,0.08386,0.0840281235346758,0.08301,0.08262,0.08249,0.18277,0.1782,0.17265,0.16631,0.15883,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374,0.11872,0.11336249999998937
07-01-2026 09:45,26113.1,0.12243749999998954,0.11837,0.10826,0.11514,0.1083,0.1055,0.10226,0.09982277296646579,0.09741,0.09438,0.09237,0.09075,0.08926846233498462,0.08809,0.18107,0.17468,0.1704,0.16426,0.157,0.15289,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096,0.11581472754228116,0.11071
07-01-2026 09:50,26110.0,0.12702617647056513,0.12087,0.10978,0.10828509691021806,0.10650494765724802,0.10476,0.09939,0.0968,0.09542,0.09316,0.09122,0.08945,0.08811898271656518,0.08699,0.17756999999993894,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.14129923180250575,0.13566,0.13068,0.12601,0.12099401100036963,0.11607,0.11095
07-01-2026 09:55,26108.9,0.13029,0.12175,0.13487,0.12706822247373836,0.12009,0.11328,0.11028745977798604,0.10750963304333051,0.10426,0.10032,0.09739,0.09479,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.15154440964614918,0.14636,0.14063,0.1353,0.1304420722990427,0.12571,0.12047,0.11515750476807698,0.10983
07-01-2026 10:00,26140.3,0.09239,0.0877,0.115,0.11531,0.11123,0.10752,0.10161,0.1012168057218103,0.09747,0.0964729694723489,0.09255,0.09062,0.08911,0.08794909090908831,0.1828,0.17745,0.1717,0.16515,0.16067,0.15356,0.1481,0.14259,0.13734412539344432,0.13216,0.12774,0.12248,0.11728673016399005,0.1122
07-01-2026 10:05,26142.95,0.05680000000097607,0.08237,0.11304,0.10941957796796517,0.11037,0.11308,0.11004,0.10336,0.10275,0.09909,0.09616,0.0945368302186247,0.09181,0.09023,0.18298,0.17622,0.1714,0.16534,0.15961,0.15374,0.14828,0.14278,0.13766,0.13236,0.12794,0.12247,0.11739,0.11183
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.10150504609998987,0.10301263511694744,0.10446299631094733,0.10588,0.10335109884240845,0.10039211448542566,0.09746,0.09524,0.09264,0.09117,0.08945,0.18561300000002223,0.17919600000001434,0.17292,0.16683,0.16090104557682317,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.09254200409659616,0.09326,0.08786,0.08838,0.0870790169451066,0.08607152068829618,0.08527,0.08415,0.08190500000003276,0.18267,0.17878424844142068,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.11541391645880279,0.10785,0.10192411326134504,0.09695,0.09399,0.09285,0.09074133948342143,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.17214163306855665,0.1675,0.16177285913217954,0.15596592684881375,0.15024,0.14510590470804516,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.09905566778845626,0.09526440107906185,0.09325,0.09388,0.0911,0.0882282549446426,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.17056027090986742,0.16543719971876672,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.11628249311275883,0.11119439844555529,0.10631,0.10164,0.09839,0.09572376715856412,0.09407,0.09145533276823664,0.08962959633144743,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.15911498221823964,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.10945749999999066
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12422719989941744,0.11654305542950183,0.109,0.10357,0.10375,0.09754,0.09843,0.09530377202016009,0.09299,0.09071687571402136,0.08935,0.08769,0.1814534545454496,0.17607,0.17133,0.16478,0.15884676919251628,0.15317,0.1486,0.1427289362021658,0.13675,0.13159,0.12694,0.12169,0.11628325766495948,0.11086
07-01-2026 10:40,26144.05,0.1317878750000787,0.1239,0.11677155657830318,0.11069,0.1066032817814536,0.10253,0.09999885148570561,0.09761,0.09496,0.09243813316146247,0.09067,0.08877966767127347,0.08738,0.08609,0.18288,0.1776256379038229,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12232203106936237,0.11697,0.11155999999999744
07-01-2026 10:45,26141.15,0.12448,0.11845828429567767,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09461432651003596,0.09195,0.09043,0.08885,0.0871854445021494,0.08575,0.18131,0.1766,0.1709680272203547,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.11095749999999427
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11355696030296056,0.10062,0.1030615432413059,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17654819146526549,0.17128,0.1657,0.1598576076560133,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10335359011861459,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.1556403526439799,0.1501,0.14478,0.13937,0.13411,0.12903,0.12357481887490857,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08967499999999706,0.18281,0.17727,0.17264,0.16635,0.16062012202460527,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.0033774999992601806,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09733808326775614,0.0919,0.09195247126052757,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.1564536674187329,0.15102,0.14572,0.140387010831534,0.13508,0.12989543671429737,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.0978941708543033,0.10165,0.12041,0.11143746682306434,0.10432,0.10006285466493808,0.09653,0.09460573524699684,0.09205,0.08991,0.08867,0.08698901192922023,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14927343073273905,0.14469,0.13988,0.13401,0.12887612122905495,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.12015770078285426,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.0944288580545172,0.09307,0.09053712309428269,0.08902,0.08724,0.18212,0.17646,0.17102782236608918,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12734936144436937,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.13143092153794872,0.13221,0.10563,0.10438,0.10004377948322767,0.09484,0.09535,0.09304657616178015,0.0912,0.08892,0.08742,0.0862,0.08517,0.18071563636362953,0.17612,0.17222,0.16569,0.15984142599873766,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.1223200426618979,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.13811112971484174,0.13724,0.11602,0.10911,0.10580252056529174,0.10190288033987493,0.09860188405333489,0.09576448478490127,0.09357,0.09112366516384889,0.08967,0.08807,0.08663,0.1790149999999855,0.17534,0.17146,0.16493,0.15901,0.15337,0.14819273836518915,0.14296,0.13721,0.13166,0.1265428706495997,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.1539784332493107,0.1486615203721689,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08721614159186875,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12257237671291074,0.11739,0.11192
07-01-2026 11:40,26147.1,0.11778750000016203,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10094682822572414,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17104244058335888,0.16608,0.15948,0.15385,0.14842,0.14302476430450276,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11837967715144515,0.11233759403301907,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08875029002138127,0.08711,0.18118,0.17565,0.17038803281717407,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11572784251125792,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10443201392940318,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08575817077616325,0.08458,0.18163,0.17566,0.17023117322965942,0.16488,0.15896,0.15312,0.1477,0.14256,0.13709783278410742,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.1533320000002476,0.13681,0.12124009346007383,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09262729057525362,0.09077,0.08861897577334907,0.08749,0.08637,0.18119,0.17577033141901033,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11626111915291246,0.11076806037515635,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08754614155955945,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15221544372799928,0.14659,0.1412378612854655,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.14415159113299478,0.12592,0.11854,0.11393,0.10904,0.10471,0.09974530651754487,0.0963302383912184,0.09505,0.09261,0.08996505859143783,0.08905253002166232,0.08731,0.18024,0.17388,0.16946,0.16361,0.15761880175912532,0.15178088771170498,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.16441245454569753,0.14699,0.12624,0.12268,0.11613519797266407,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.08752499999999408,0.18051,0.17387,0.16861010306521568,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
07-01-2026 12:15,26107.4,0.1726,0.14724272616301626,0.1281,0.12326143275429524,0.11721874960926551,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.15118434627301403,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11394499999999219,0.10782299999998379
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09546918525451045,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.16825593552057566,0.16293,0.15675,0.15088,0.14567536603836673,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.1097149999999969
07-01-2026 12:25,26106.55,0.14529,0.13580358201982737,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.08998563579915429,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14594841719657836,0.1408,0.135741523524124,0.13073928347904212,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.13475250000002603,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09143569051758962,0.08962,0.0881,0.18006917127072164,0.17382,0.16832933304870945,0.16277727103180256,0.15713,0.15127,0.14704,0.1416384425385207,0.13602208064298812,0.13053,0.12554,0.12044,0.11535,0.11008
07-01-2026 12:35,26106.25,0.13895,0.12996384421463936,0.12262360812625622,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09134799293750981,0.08912,0.08713600000000454,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.10946500000000636
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.09921814387709428,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11126250000000049
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10214034744677457,0.0982,0.09613,0.09317,0.09116,0.08921,0.08766663011149094,0.08642,0.17735400000000023,0.17193,0.16627499802867246,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11955751874865567,0.11454993838902534,0.10937
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.0904984251513672,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.14533999858831073,0.13954,0.13415,0.12918680627806822,0.1243,0.1192,0.11391,0.10850799999999561
07-01-2026 12:55,26089.25,0.1220669999997881,0.12328499999986064,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.17984049999998675,0.17366249999999273,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10780499999997595
07-01-2026 13:00,26099.15,0.13774,0.12782278984315726,0.12114,0.11955,0.11469,0.10982,0.10469248437175174,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.16852355451559764,0.16276,0.15729,0.1513,0.14573929820235873,0.14022,0.13487239711147458,0.12951,0.12442,0.11914,0.1141,0.10896
07-01-2026 13:05,26103.3,0.1147140000001059,0.11724,0.11704977492344298,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09407749552366704,0.09115,0.08926,0.0873,0.08606,0.17966,0.17422703734788902,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.1299255539782781,0.12461,0.11956,0.11452,0.10938
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11737851339670194,0.11921,0.10758,0.10426,0.10056,0.09770694228787945,0.09497,0.09178,0.08993,0.08809,0.08670427397986864,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.1461190263092207,0.14036,0.13536,0.13031203013163678,0.12528,0.11997,0.11473,0.10925
07-01-2026 13:15,26097.2,0.13545,0.12209,0.11928801983222365,0.11639309709135132,0.11389,0.10907330595073648,0.10443314019649566,0.10025,0.09667,0.09342,0.0919,0.08937,0.0877784557840822,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13496643809326714,0.1298,0.1249,0.11945,0.11408,0.10916
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08717965163407686,0.08593,0.08506,0.17786,0.17271,0.16759095760891285,0.16248,0.15609,0.15123,0.14535,0.14006204394049418,0.1348,0.12982,0.12473042705999685,0.11961981691210313,0.1144843751614909,0.10935
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.08864750000000265,0.0863475000000058,0.08405250000000986,0.17677,0.17141,0.16651,0.16114,0.15548347341914973,0.14992,0.14396,0.13872,0.13351531667999222,0.12823696580683974,0.12294,0.11771,0.11287,0.10796627071823206
07-01-2026 13:30,26070.0,0.14088,0.13905275088910407,0.13783,0.11987,0.11361,0.10908390703160271,0.10440527435124462,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08667499999999828,0.17822,0.17166,0.16616010124399477,0.16075,0.15539,0.14993,0.14416363070906596,0.13846,0.1330354183658008,0.12764,0.12272,0.11765085114681856,0.11258,0.1072
07-01-2026 13:35,26074.55,0.18039100000086705,0.15488500000054728,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.17271341515841426,0.16691,0.16108,0.15554215528587678,0.15011119367685036,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10745500000001318
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.10893928910372838,0.104,0.10033,0.09781,0.09477583241937057,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.14967173941350057,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11268809813096015,0.10731
07-01-2026 13:45,26072.8,0.14491399999997157,0.1375,0.13095258376769395,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.17247674333559873,0.16658,0.16074,0.1552879150314892,0.14982,0.14267,0.13852,0.13289323924733795,0.1272,0.12272,0.11748,0.11227,0.10712
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.1772976363636456,0.172246000000003,0.16703,0.16109955595591813,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797
07-01-2026 13:55,26079.6,0.13406,0.13334998634727663,0.13283,0.12454,0.11271,0.11314,0.10856984628811997,0.10267,0.09951,0.09595,0.09371,0.09128,0.08923067835190703,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14433519396396677,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10694749999999331
07-01-2026 14:00,26088.65,0.12683,0.12726,0.1218144344138149,0.11437809307851403,0.10839,0.10736,0.10616,0.10249639551761555,0.09891,0.09497,0.09263141856389666,0.09048,0.08855,0.08723,0.17971099999999218,0.17317499999999697,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.0993087933599797,0.09613507882818462,0.09296,0.09098,0.08906323290305417,0.0871,0.08586,0.17797,0.17139,0.16686543697800105,0.16253,0.15646043577284727,0.15048,0.14508384275183597,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09301747913698581,0.09033417941598777,0.08774,0.08611888123455959,0.08509,0.17590200000000067,0.17169,0.16768901076757747,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.1295884627652314,0.12445,0.11951,0.11389,0.10872
07-01-2026 14:15,26097.3,0.12622345454544615,0.12055,0.11426,0.11114,0.10739813035095255,0.10373,0.09785,0.09564132663186245,0.09355,0.09092,0.08901955216821843,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886
07-01-2026 14:20,26090.7,0.12516,0.12549,0.12044903035310447,0.11458,0.10805,0.10500521675148643,0.10217,0.09626,0.09463,0.09177,0.08988,0.08794074390365592,0.08632,0.0852,0.17507499999998544,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.13945037469664662,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826
07-01-2026 14:25,26090.45,0.1254,0.12569,0.11942244857077582,0.11309,0.11201,0.10716828818628477,0.10202,0.09950467153607583,0.09695,0.09333,0.09125,0.08927086901066936,0.08744,0.08588,0.17707,0.17299354856938176,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767
07-01-2026 14:30,26098.65,0.11775,0.11545536464856473,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08625645120385605,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12399959440946018,0.11906,0.11385,0.10950466666665726
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.0890849999999972,0.08847699999999037,0.17696,0.17096,0.16630795357236952,0.16180613119842446,0.15715,0.15041,0.14517031426330454,0.14,0.13416,0.12910427567844632,0.12393,0.11829,0.11300172739969223,0.10792
07-01-2026 14:40,26097.55,0.11889,0.12046,0.12047776646022756,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09235061250410899,0.09003,0.08824,0.0868,0.1758806666666608,0.17267,0.16855,0.16320742001046173,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10684499999998387
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.17774477386934429,0.17329,0.1688279389945154,0.16401,0.15775746686142825,0.15169,0.14639,0.14076197224917067,0.13506,0.12989,0.12485,0.11948057957274932,0.11414,0.10918
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11753073580770282,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.08999249999999748,0.08961649999998045,0.17642,0.17269416021684986,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.1187340708490538,0.1132,0.108
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09830609811461866,0.09552,0.09223,0.09015,0.08811825618179492,0.0865,0.08529,0.17946,0.1737,0.16935,0.16402392791886097,0.15885,0.1525174714283215,0.14645,0.14127,0.1353738357405422,0.12937,0.12507,0.11986,0.11433,0.10908
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10083998087324512,0.09855,0.0946,0.09225461880353589,0.09028,0.08881,0.08709,0.08564355873919899,0.08446,0.17827,0.17391659486012895,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.10928749999998999
07-01-2026 15:05,26133.7,0.11118,0.11022,0.11020773588705768,0.11163,0.10334,0.10225,0.09753,0.09433,0.0924688605667133,0.08993,0.08822,0.08652,0.08504392133963676,0.08421,0.17893,0.175,0.16966,0.16599,0.15878204563655895,0.15163,0.14746,0.14232923456632057,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08415999999999946,0.17776599999999831,0.17441,0.17023576267185536,0.16564,0.16034,0.15424,0.14867568559744052,0.14328732369454358,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055
07-01-2026 15:15,26147.8,0.10654,0.11355,0.10582,0.09637,0.09447262646353462,0.09213,0.08989,0.086,0.08722,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.1600058337910717,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.1222583153962121,0.11657,0.11132000000000977
07-01-2026 15:20,26138.3,0.11792,0.12203,0.1136,0.10598,0.0986,0.09832,0.09507,0.09251906449303618,0.09046,0.08884,0.08713,0.0858420840488088,0.08502,0.08402,0.18137,0.1742,0.17198,0.16622556126122565,0.1599,0.15239,0.14836,0.14335,0.13727,0.13102,0.12552,0.12142,0.11616,0.11054
07-01-2026 15:25,26139.7,0.11638,0.12088,0.11254,0.10533251080053087,0.09944,0.09616,0.09398,0.09147,0.09192,0.08938770787753804,0.08703,0.08549,0.08176666666667387,0.0777600000000156,0.17936,0.17731,0.17159,0.16754,0.16085,0.15228,0.14936,0.14228,0.13722,0.13193461456126626,0.12627,0.12052,0.11608,0.11012
